t,G,I,B,Te,Treg
39.67,-10541.9654,2764.1918,-0.0000,25.2625,973.6251
39.68,-10544.6242,2764.1642,0.0000,25.2681,973.6200
39.69,-10547.2828,2764.1365,0.0000,25.2737,973.6150
39.7,-10549.9414,2764.1089,-0.0000,25.2794,973.6100
39.71,-10552.6000,2764.0813,0.0000,25.2850,973.6050
39.72,-10555.2585,2764.0536,0.0000,25.2906,973.5999
39.730000000000004,-10557.9169,2764.0260,-0.0000,25.2962,973.5949
39.74,-10560.5753,2763.9983,0.0000,25.3018,973.5899
39.75,-10563.2336,2763.9707,-0.0000,25.3074,973.5849
39.76,-10565.8919,2763.9431,-0.0000,25.3130,973.5798
39.77,-10568.5501,2763.9154,0.0000,25.3186,973.5748
39.78,-10571.2083,2763.8878,0.0000,25.3242,973.5698
39.79,-10573.8664,2763.8601,-0.0000,25.3298,973.5648
39.800000000000004,-10576.5245,2763.8325,0.0000,25.3354,973.5598
39.81,-10579.1825,2763.8049,0.0000,25.3410,973.5547
39.82,-10581.8405,2763.7772,-0.0000,25.3466,973.5497
39.83,-10584.4984,2763.7496,0.0000,25.3522,973.5447
39.84,-10587.1562,2763.7219,0.0000,25.3578,973.5397
39.85,-10589.8140,2763.6943,-0.0000,25.3634,973.5347
39.86,-10592.4718,2763.6667,0.0000,25.3690,973.5297
39.87,-10595.1294,2763.6390,0.0000,25.3746,973.5247
39.88,-10597.7871,2763.6114,-0.0000,25.3802,973.5197
39.89,-10600.4446,2763.5838,-0.0000,25.3857,973.5147
39.9,-10603.1022,2763.5561,0.0000,25.3913,973.5097
39.910000000000004,-10605.7596,2763.5285,-0.0000,25.3969,973.5047
39.92,-10608.4170,2763.5009,-0.0000,25.4025,973.4997
39.93,-10611.0744,2763.4732,0.0000,25.4081,973.4947
39.94,-10613.7317,2763.4456,0.0000,25.4136,973.4897
39.95,-10616.3890,2763.4180,-0.0000,25.4192,973.4847
39.96,-10619.0462,2763.3903,0.0000,25.4248,973.4797
39.97,-10621.7033,2763.3627,0.0000,25.4304,973.4747
39.980000000000004,-10624.3604,2763.3350,-0.0000,25.4359,973.4697
39.99,-10627.0174,2763.3074,0.0000,25.4415,973.4647
40.0,-10629.6744,2763.2798,0.0000,25.4471,973.4597
40.01,-10632.3313,2763.2522,-0.0000,25.4526,973.4547
40.02,-10634.9882,2763.2245,0.0000,25.4582,973.4497
40.03,-10637.6450,2763.1969,0.0000,25.4637,973.4447
40.04,-10640.3018,2763.1693,-0.0000,25.4693,973.4397
40.050000000000004,-10642.9585,2763.1416,0.0000,25.4749,973.4347
40.06,-10645.6151,2763.1140,0.0000,25.4804,973.4297
40.07,-10648.2717,2763.0864,-0.0000,25.4860,973.4247
40.08,-10650.9283,2763.0587,0.0000,25.4915,973.4198
40.09,-10653.5848,2763.0311,0.0000,25.4971,973.4148
40.1,-10656.2412,2763.0035,-0.0000,25.5026,973.4098
40.11,-10658.8976,2762.9758,-0.0000,25.5082,973.4048
40.12,-10661.5539,2762.9482,0.0000,25.5137,973.3998
40.13,-10664.2102,2762.9206,-0.0000,25.5192,973.3949
40.14,-10666.8664,2762.8930,-0.0000,25.5248,973.3899
40.15,-10669.5226,2762.8653,0.0000,25.5303,973.3849
40.160000000000004,-10672.1787,2762.8377,0.0000,25.5359,973.3799
40.17,-10674.8348,2762.8101,-0.0000,25.5414,973.3749
40.18,-10677.4908,2762.7824,0.0000,25.5469,973.3700
40.19,-10680.1467,2762.7548,-0.0000,25.5525,973.3650
40.2,-10682.8026,2762.7272,-0.0000,25.5580,973.3600
40.21,-10685.4585,2762.6996,0.0000,25.5635,973.3551
40.22,-10688.1143,2762.6719,-0.0000,25.5691,973.3501
40.230000000000004,-10690.7700,2762.6443,-0.0000,25.5746,973.3451
40.24,-10693.4257,2762.6167,0.0000,25.5801,973.3401
40.25,-10696.0813,2762.5890,-0.0000,25.5856,973.3352
40.26,-10698.7369,2762.5614,-0.0000,25.5912,973.3302
40.27,-10701.3924,2762.5338,0.0000,25.5967,973.3253
40.28,-10704.0478,2762.5062,0.0000,25.6022,973.3203
40.29,-10706.7033,2762.4785,-0.0000,25.6077,973.3153
40.300000000000004,-10709.3586,2762.4509,0.0000,25.6132,973.3104
40.31,-10712.0139,2762.4233,0.0000,25.6187,973.3054
40.32,-10714.6692,2762.3957,-0.0000,25.6242,973.3004
40.33,-10717.3243,2762.3681,0.0000,25.6298,973.2955
40.34,-10719.9795,2762.3404,-0.0000,25.6353,973.2905
40.35,-10722.6346,2762.3128,-0.0000,25.6408,973.2856
40.36,-10725.2896,2762.2852,0.0000,25.6463,973.2806
40.37,-10727.9446,2762.2576,0.0000,25.6518,973.2757
40.38,-10730.5995,2762.2299,-0.0000,25.6573,973.2707
40.39,-10733.2544,2762.2023,0.0000,25.6628,973.2658
40.4,-10735.9092,2762.1747,0.0000,25.6683,973.2608
40.410000000000004,-10738.5639,2762.1471,-0.0000,25.6738,973.2559
40.42,-10741.2186,2762.1194,0.0000,25.6793,973.2509
40.43,-10743.8733,2762.0918,0.0000,25.6848,973.2460
40.44,-10746.5279,2762.0642,-0.0000,25.6903,973.2410
40.45,-10749.1824,2762.0366,0.0000,25.6957,973.2361
40.46,-10751.8369,2762.0090,0.0000,25.7012,973.2311
40.47,-10754.4913,2761.9813,-0.0000,25.7067,973.2262
40.480000000000004,-10757.1457,2761.9537,0.0000,25.7122,973.2213
40.49,-10759.8001,2761.9261,0.0000,25.7177,973.2163
40.5,-10762.4543,2761.8985,-0.0000,25.7232,973.2114
40.51,-10765.1085,2761.8709,-0.0000,25.7287,973.2064
40.52,-10767.7627,2761.8433,0.0000,25.7341,973.2015
40.53,-10770.4168,2761.8156,0.0000,25.7396,973.1966
40.54,-10773.0709,2761.7880,-0.0000,25.7451,973.1916
40.550000000000004,-10775.7249,2761.7604,0.0000,25.7506,973.1867
40.56,-10778.3788,2761.7328,-0.0000,25.7560,973.1818
40.57,-10781.0327,2761.7052,-0.0000,25.7615,973.1768
40.58,-10783.6865,2761.6775,0.0000,25.7670,973.1719
40.59,-10786.3403,2761.6499,-0.0000,25.7724,973.1670
40.6,-10788.9941,2761.6223,-0.0000,25.7779,973.1620
40.61,-10791.6477,2761.5947,0.0000,25.7834,973.1571
40.62,-10794.3013,2761.5671,-0.0000,25.7888,973.1522
40.63,-10796.9549,2761.5395,-0.0000,25.7943,973.1473
40.64,-10799.6084,2761.5119,0.0000,25.7998,973.1423
40.65,-10802.2619,2761.4842,0.0000,25.8052,973.1374
40.660000000000004,-10804.9153,2761.4566,-0.0000,25.8107,973.1325
40.67,-10807.5686,2761.4290,0.0000,25.8161,973.1276
40.68,-10810.2219,2761.4014,0.0000,25.8216,973.1227
40.69,-10812.8752,2761.3738,-0.0000,25.8270,973.1177
40.7,-10815.5284,2761.3462,0.0000,25.8325,973.1128
40.71,-10818.1815,2761.3186,-0.0000,25.8379,973.1079
40.72,-10820.8346,2761.2909,-0.0000,25.8434,973.1030
40.730000000000004,-10823.4876,2761.2633,0.0000,25.8488,973.0981
40.74,-10826.1406,2761.2357,-0.0000,25.8543,973.0932
40.75,-10828.7935,2761.2081,-0.0000,25.8597,973.0883
40.76,-10831.4464,2761.1805,0.0000,25.8651,973.0833
40.77,-10834.0992,2761.1529,0.0000,25.8706,973.0784
40.78,-10836.7519,2761.1253,-0.0000,25.8760,973.0735
40.79,-10839.4046,2761.0977,0.0000,25.8815,973.0686
40.800000000000004,-10842.0573,2761.0700,0.0000,25.8869,973.0637
40.81,-10844.7099,2761.0424,-0.0000,25.8923,973.0588
40.82,-10847.3624,2761.0148,0.0000,25.8978,973.0539
40.83,-10850.0149,2760.9872,0.0000,25.9032,973.0490
40.84,-10852.6673,2760.9596,-0.0000,25.9086,973.0441
40.85,-10855.3197,2760.9320,0.0000,25.9140,973.0392
40.86,-10857.9720,2760.9044,0.0000,25.9195,973.0343
40.87,-10860.6243,2760.8768,-0.0000,25.9249,973.0294
40.88,-10863.2765,2760.8492,0.0000,25.9303,973.0245
40.89,-10865.9287,2760.8216,0.0000,25.9357,973.0196
40.9,-10868.5808,2760.7940,-0.0000,25.9411,973.0147
40.910000000000004,-10871.2328,2760.7663,0.0000,25.9466,973.0098
40.92,-10873.8848,2760.7387,0.0000,25.9520,973.0049
40.93,-10876.5367,2760.7111,-0.0000,25.9574,973.0000
40.94,-10879.1886,2760.6835,0.0000,25.9628,972.9951
40.95,-10881.8405,2760.6559,0.0000,25.9682,972.9903
40.96,-10884.4923,2760.6283,-0.0000,25.9736,972.9854
40.97,-10887.1440,2760.6007,0.0000,25.9790,972.9805
40.980000000000004,-10889.7957,2760.5731,0.0000,25.9844,972.9756
40.99,-10892.4473,2760.5455,-0.0000,25.9898,972.9707
41.0,-10895.0988,2760.5179,-0.0000,25.9952,972.9658
41.01,-10897.7503,2760.4903,0.0000,26.0006,972.9609
41.02,-10900.4018,2760.4627,-0.0000,26.0060,972.9561
41.03,-10903.0532,2760.4351,-0.0000,26.0114,972.9512
41.04,-10905.7045,2760.4075,0.0000,26.0168,972.9463
41.050000000000004,-10908.3558,2760.3799,0.0000,26.0222,972.9414
41.06,-10911.0071,2760.3523,-0.0000,26.0276,972.9365
41.07,-10913.6583,2760.3247,0.0000,26.0330,972.9317
41.08,-10916.3094,2760.2971,-0.0000,26.0384,972.9268
41.09,-10918.9605,2760.2694,0.0000,26.0438,972.9219
41.1,-10921.6115,2760.2418,0.0000,26.0492,972.9170
41.11,-10924.2625,2760.2142,-0.0000,26.0546,972.9122
41.12,-10926.9134,2760.1866,0.0000,26.0599,972.9073
41.13,-10929.5642,2760.1590,0.0000,26.0653,972.9024
41.14,-10932.2150,2760.1314,-0.0000,26.0707,972.8975
41.15,-10934.8658,2760.1038,-0.0000,26.0761,972.8927
41.160000000000004,-10937.5165,2760.0762,0.0000,26.0815,972.8878
41.17,-10940.1671,2760.0486,-0.0000,26.0868,972.8829
41.18,-10942.8177,2760.0210,-0.0000,26.0922,972.8781
41.19,-10945.4683,2759.9934,0.0000,26.0976,972.8732
41.2,-10948.1187,2759.9658,0.0000,26.1030,972.8683
41.21,-10950.7692,2759.9382,-0.0000,26.1083,972.8635
41.22,-10953.4195,2759.9106,0.0000,26.1137,972.8586
41.230000000000004,-10956.0699,2759.8830,0.0000,26.1191,972.8538
41.24,-10958.7201,2759.8554,-0.0000,26.1244,972.8489
41.25,-10961.3703,2759.8278,0.0000,26.1298,972.8440
41.26,-10964.0205,2759.8002,-0.0000,26.1351,972.8392
41.27,-10966.6706,2759.7726,0.0000,26.1405,972.8343
41.28,-10969.3207,2759.7450,0.0000,26.1459,972.8295
41.29,-10971.9706,2759.7175,-0.0000,26.1512,972.8246
41.300000000000004,-10974.6206,2759.6899,-0.0000,26.1566,972.8198
41.31,-10977.2705,2759.6623,0.0000,26.1619,972.8149
41.32,-10979.9203,2759.6347,-0.0000,26.1673,972.8101
41.33,-10982.5701,2759.6071,-0.0000,26.1726,972.8052
41.34,-10985.2198,2759.5795,0.0000,26.1780,972.8004
41.35,-10987.8695,2759.5519,0.0000,26.1833,972.7955
41.36,-10990.5191,2759.5243,-0.0000,26.1887,972.7907
41.37,-10993.1687,2759.4967,0.0000,26.1940,972.7858
41.38,-10995.8182,2759.4691,0.0000,26.1994,972.7810
41.39,-10998.4676,2759.4415,-0.0000,26.2047,972.7762
41.4,-11001.1170,2759.4139,0.0000,26.2101,972.7713
41.410000000000004,-11003.7664,2759.3863,-0.0000,26.2154,972.7665
41.42,-11006.4157,2759.3587,-0.0000,26.2207,972.7616
41.43,-11009.0649,2759.3311,0.0000,26.2261,972.7568
41.44,-11011.7141,2759.3035,-0.0000,26.2314,972.7520
41.45,-11014.3632,2759.2759,-0.0000,26.2367,972.7471
41.46,-11017.0123,2759.2483,0.0000,26.2421,972.7423
41.47,-11019.6613,2759.2207,0.0000,26.2474,972.7374
41.480000000000004,-11022.3103,2759.1932,-0.0000,26.2527,972.7326
41.49,-11024.9592,2759.1656,0.0000,26.2581,972.7278
41.5,-11027.6080,2759.1380,0.0000,26.2634,972.7229
41.51,-11030.2568,2759.1104,-0.0000,26.2687,972.7181
41.52,-11032.9056,2759.0828,0.0000,26.2740,972.7133
41.53,-11035.5543,2759.0552,-0.0000,26.2793,972.7085
41.54,-11038.2029,2759.0276,-0.0000,26.2847,972.7036
41.550000000000004,-11040.8515,2759.0000,0.0000,26.2900,972.6988
41.56,-11043.5001,2758.9724,-0.0000,26.2953,972.6940
41.57,-11046.1485,2758.9448,-0.0000,26.3006,972.6892
41.58,-11048.7970,2758.9172,0.0000,26.3059,972.6843
41.59,-11051.4453,2758.8897,0.0000,26.3112,972.6795
41.6,-11054.0937,2758.8621,-0.0000,26.3165,972.6747
41.61,-11056.7419,2758.8345,0.0000,26.3219,972.6699
41.62,-11059.3901,2758.8069,-0.0000,26.3272,972.6651
41.63,-11062.0383,2758.7793,-0.0000,26.3325,972.6602
41.64,-11064.6864,2758.7517,0.0000,26.3378,972.6554
41.65,-11067.3344,2758.7241,-0.0000,26.3431,972.6506
41.660000000000004,-11069.9824,2758.6965,-0.0000,26.3484,972.6458
41.67,-11072.6304,2758.6690,0.0000,26.3537,972.6410
41.68,-11075.2783,2758.6414,-0.0000,26.3590,972.6362
41.69,-11077.9261,2758.6138,-0.0000,26.3643,972.6314
41.7,-11080.5739,2758.5862,0.0000,26.3696,972.6265
41.71,-11083.2216,2758.5586,0.0000,26.3749,972.6217
41.72,-11085.8693,2758.5310,-0.0000,26.3801,972.6169
41.730000000000004,-11088.5169,2758.5034,0.0000,26.3854,972.6121
41.74,-11091.1644,2758.4759,-0.0000,26.3907,972.6073
41.75,-11093.8119,2758.4483,-0.0000,26.3960,972.6025
41.76,-11096.4594,2758.4207,0.0000,26.4013,972.5977
41.77,-11099.1068,2758.3931,-0.0000,26.4066,972.5929
41.78,-11101.7541,2758.3655,-0.0000,26.4119,972.5881
41.79,-11104.4014,2758.3379,0.0000,26.4172,972.5833
41.800000000000004,-11107.0487,2758.3104,-0.0000,26.4224,972.5785
41.81,-11109.6959,2758.2828,-0.0000,26.4277,972.5737
41.82,-11112.3430,2758.2552,0.0000,26.4330,972.5689
41.83,-11114.9901,2758.2276,0.0000,26.4383,972.5641
41.84,-11117.6371,2758.2000,-0.0000,26.4435,972.5593
41.85,-11120.2840,2758.1724,0.0000,26.4488,972.5545
41.86,-11122.9310,2758.1449,-0.0000,26.4541,972.5497
41.87,-11125.5778,2758.1173,0.0000,26.4594,972.5449
41.88,-11128.2246,2758.0897,0.0000,26.4646,972.5401
41.89,-11130.8714,2758.0621,-0.0000,26.4699,972.5354
41.9,-11133.5181,2758.0345,0.0000,26.4752,972.5306
41.910000000000004,-11136.1647,2758.0070,0.0000,26.4804,972.5258
41.92,-11138.8113,2757.9794,-0.0000,26.4857,972.5210
41.93,-11141.4578,2757.9518,-0.0000,26.4909,972.5162
41.94,-11144.1043,2757.9242,0.0000,26.4962,972.5114
41.95,-11146.7507,2757.8966,-0.0000,26.5015,972.5066
41.96,-11149.3971,2757.8691,-0.0000,26.5067,972.5019
41.97,-11152.0434,2757.8415,0.0000,26.5120,972.4971
41.980000000000004,-11154.6897,2757.8139,-0.0000,26.5172,972.4923
41.99,-11157.3359,2757.7863,0.0000,26.5225,972.4875
42.0,-11159.9821,2757.7587,0.0000,26.5277,972.4827
42.01,-11162.6282,2757.7312,-0.0000,26.5330,972.4780
42.02,-11165.2742,2757.7036,0.0000,26.5382,972.4732
42.03,-11167.9202,2757.6760,0.0000,26.5435,972.4684
42.04,-11170.5661,2757.6484,-0.0000,26.5487,972.4636
42.050000000000004,-11173.2120,2757.6209,-0.0000,26.5540,972.4589
42.06,-11175.8579,2757.5933,0.0000,26.5592,972.4541
42.07,-11178.5036,2757.5657,-0.0000,26.5644,972.4493
42.08,-11181.1494,2757.5381,0.0000,26.5697,972.4446
42.09,-11183.7950,2757.5106,0.0000,26.5749,972.4398
42.1,-11186.4406,2757.4830,-0.0000,26.5802,972.4350
42.11,-11189.0862,2757.4554,0.0000,26.5854,972.4302
42.12,-11191.7317,2757.4278,0.0000,26.5906,972.4255
42.13,-11194.3772,2757.4003,-0.0000,26.5959,972.4207
42.14,-11197.0226,2757.3727,0.0000,26.6011,972.4160
42.15,-11199.6679,2757.3451,0.0000,26.6063,972.4112
42.160000000000004,-11202.3132,2757.3175,-0.0000,26.6115,972.4064
42.17,-11204.9584,2757.2900,0.0000,26.6168,972.4017
42.18,-11207.6036,2757.2624,0.0000,26.6220,972.3969
42.19,-11210.2488,2757.2348,-0.0000,26.6272,972.3921
42.2,-11212.8938,2757.2073,0.0000,26.6324,972.3874
42.21,-11215.5389,2757.1797,0.0000,26.6377,972.3826
42.22,-11218.1838,2757.1521,-0.0000,26.6429,972.3779
42.230000000000004,-11220.8287,2757.1245,0.0000,26.6481,972.3731
42.24,-11223.4736,2757.0970,0.0000,26.6533,972.3684
42.25,-11226.1184,2757.0694,-0.0000,26.6585,972.3636
42.26,-11228.7631,2757.0418,0.0000,26.6637,972.3589
42.27,-11231.4078,2757.0143,0.0000,26.6689,972.3541
42.28,-11234.0525,2756.9867,-0.0000,26.6742,972.3494
42.29,-11236.6971,2756.9591,0.0000,26.6794,972.3446
42.300000000000004,-11239.3416,2756.9315,-0.0000,26.6846,972.3399
42.31,-11241.9861,2756.9040,-0.0000,26.6898,972.3351
42.32,-11244.6305,2756.8764,0.0000,26.6950,972.3304
42.33,-11247.2749,2756.8488,-0.0000,26.7002,972.3256
42.34,-11249.9192,2756.8213,-0.0000,26.7054,972.3209
42.35,-11252.5635,2756.7937,0.0000,26.7106,972.3162
42.36,-11255.2077,2756.7661,0.0000,26.7158,972.3114
42.37,-11257.8518,2756.7386,-0.0000,26.7210,972.3067
42.38,-11260.4959,2756.7110,0.0000,26.7262,972.3019
42.39,-11263.1400,2756.6834,0.0000,26.7314,972.2972
42.4,-11265.7840,2756.6559,-0.0000,26.7366,972.2925
42.410000000000004,-11268.4279,2756.6283,0.0000,26.7418,972.2877
42.42,-11271.0718,2756.6007,-0.0000,26.7469,972.2830
42.43,-11273.7157,2756.5732,-0.0000,26.7521,972.2783
42.44,-11276.3594,2756.5456,0.0000,26.7573,972.2735
42.45,-11279.0032,2756.5180,-0.0000,26.7625,972.2688
42.46,-11281.6468,2756.4905,-0.0000,26.7677,972.2641
42.47,-11284.2904,2756.4629,0.0000,26.7729,972.2593
42.480000000000004,-11286.9340,2756.4353,-0.0000,26.7781,972.2546
42.49,-11289.5775,2756.4078,-0.0000,26.7832,972.2499
42.5,-11292.2210,2756.3802,0.0000,26.7884,972.2452
42.51,-11294.8644,2756.3526,0.0000,26.7936,972.2404
42.52,-11297.5077,2756.3251,-0.0000,26.7988,972.2357
42.53,-11300.1510,2756.2975,0.0000,26.8039,972.2310
42.54,-11302.7943,2756.2700,-0.0000,26.8091,972.2263
42.550000000000004,-11305.4374,2756.2424,0.0000,26.8143,972.2215
42.56,-11308.0806,2756.2148,0.0000,26.8195,972.2168
42.57,-11310.7236,2756.1873,-0.0000,26.8246,972.2121
42.58,-11313.3667,2756.1597,0.0000,26.8298,972.2074
42.59,-11316.0096,2756.1321,0.0000,26.8350,972.2027
42.6,-11318.6526,2756.1046,-0.0000,26.8401,972.1979
42.61,-11321.2954,2756.0770,0.0000,26.8453,972.1932
42.62,-11323.9382,2756.0495,0.0000,26.8504,972.1885
42.63,-11326.5810,2756.0219,-0.0000,26.8556,972.1838
42.64,-11329.2237,2755.9943,0.0000,26.8608,972.1791
42.65,-11331.8663,2755.9668,0.0000,26.8659,972.1744
42.660000000000004,-11334.5089,2755.9392,-0.0000,26.8711,972.1697
42.67,-11337.1514,2755.9117,0.0000,26.8762,972.1650
42.68,-11339.7939,2755.8841,-0.0000,26.8814,972.1603
42.69,-11342.4364,2755.8565,-0.0000,26.8865,972.1555
42.7,-11345.0787,2755.8290,0.0000,26.8917,972.1508
42.71,-11347.7211,2755.8014,-0.0000,26.8968,972.1461
42.72,-11350.3633,2755.7739,-0.0000,26.9020,972.1414
42.730000000000004,-11353.0055,2755.7463,0.0000,26.9071,972.1367
42.74,-11355.6477,2755.7188,0.0000,26.9123,972.1320
42.75,-11358.2898,2755.6912,-0.0000,26.9174,972.1273
42.76,-11360.9319,2755.6636,0.0000,26.9226,972.1226
42.77,-11363.5738,2755.6361,0.0000,26.9277,972.1179
42.78,-11366.2158,2755.6085,-0.0000,26.9328,972.1132
42.79,-11368.8577,2755.5810,0.0000,26.9380,972.1085
42.800000000000004,-11371.4995,2755.5534,-0.0000,26.9431,972.1038
42.81,-11374.1413,2755.5259,-0.0000,26.9482,972.0991
42.82,-11376.7830,2755.4983,0.0000,26.9534,972.0945
42.83,-11379.4247,2755.4708,-0.0000,26.9585,972.0898
42.84,-11382.0663,2755.4432,-0.0000,26.9636,972.0851
42.85,-11384.7079,2755.4156,0.0000,26.9688,972.0804
42.86,-11387.3494,2755.3881,-0.0000,26.9739,972.0757
42.87,-11389.9909,2755.3605,-0.0000,26.9790,972.0710
42.88,-11392.6323,2755.3330,0.0000,26.9842,972.0663
42.89,-11395.2736,2755.3054,-0.0000,26.9893,972.0616
42.9,-11397.9149,2755.2779,0.0000,26.9944,972.0569
42.910000000000004,-11400.5561,2755.2503,0.0000,26.9995,972.0523
42.92,-11403.1973,2755.2228,-0.0000,27.0046,972.0476
42.93,-11405.8385,2755.1952,0.0000,27.0098,972.0429
42.94,-11408.4795,2755.1677,0.0000,27.0149,972.0382
42.95,-11411.1206,2755.1401,-0.0000,27.0200,972.0335
42.96,-11413.7615,2755.1126,0.0000,27.0251,972.0289
42.97,-11416.4025,2755.0850,0.0000,27.0302,972.0242
42.980000000000004,-11419.0433,2755.0575,-0.0000,27.0353,972.0195
42.99,-11421.6841,2755.0299,0.0000,27.0404,972.0148
43.0,-11424.3249,2755.0024,0.0000,27.0455,972.0102
43.01,-11426.9656,2754.9748,-0.0000,27.0507,972.0055
43.02,-11429.6062,2754.9473,0.0000,27.0558,972.0008
43.03,-11432.2468,2754.9197,-0.0000,27.0609,971.9961
43.04,-11434.8874,2754.8922,-0.0000,27.0660,971.9915
43.050000000000004,-11437.5279,2754.8646,0.0000,27.0711,971.9868
43.06,-11440.1683,2754.8371,-0.0000,27.0762,971.9821
43.07,-11442.8087,2754.8095,-0.0000,27.0813,971.9775
43.08,-11445.4490,2754.7820,0.0000,27.0864,971.9728
43.09,-11448.0893,2754.7544,0.0000,27.0915,971.9681
43.1,-11450.7295,2754.7269,-0.0000,27.0966,971.9635
43.11,-11453.3696,2754.6993,0.0000,27.1017,971.9588
43.12,-11456.0098,2754.6718,-0.0000,27.1067,971.9541
43.13,-11458.6498,2754.6442,0.0000,27.1118,971.9495
43.14,-11461.2898,2754.6167,0.0000,27.1169,971.9448
43.15,-11463.9298,2754.5891,-0.0000,27.1220,971.9402
43.160000000000004,-11466.5697,2754.5616,0.0000,27.1271,971.9355
43.17,-11469.2095,2754.5341,0.0000,27.1322,971.9308
43.18,-11471.8493,2754.5065,-0.0000,27.1373,971.9262
43.19,-11474.4890,2754.4790,0.0000,27.1423,971.9215
43.2,-11477.1287,2754.4514,0.0000,27.1474,971.9169
43.21,-11479.7683,2754.4239,-0.0000,27.1525,971.9122
43.22,-11482.4079,2754.3963,0.0000,27.1576,971.9076
43.230000000000004,-11485.0474,2754.3688,0.0000,27.1627,971.9029
43.24,-11487.6869,2754.3412,-0.0000,27.1677,971.8983
43.25,-11490.3263,2754.3137,0.0000,27.1728,971.8936
43.26,-11492.9656,2754.2862,0.0000,27.1779,971.8890
43.27,-11495.6049,2754.2586,-0.0000,27.1830,971.8843
43.28,-11498.2442,2754.2311,0.0000,27.1880,971.8797
43.29,-11500.8833,2754.2035,-0.0000,27.1931,971.8750
43.300000000000004,-11503.5225,2754.1760,-0.0000,27.1982,971.8704
43.31,-11506.1616,2754.1484,0.0000,27.2032,971.8657
43.32,-11508.8006,2754.1209,-0.0000,27.2083,971.8611
43.33,-11511.4396,2754.0934,-0.0000,27.2134,971.8565
43.34,-11514.0785,2754.0658,0.0000,27.2184,971.8518
43.35,-11516.7174,2754.0383,-0.0000,27.2235,971.8472
43.36,-11519.3562,2754.0107,-0.0000,27.2285,971.8425
43.37,-11521.9949,2753.9832,0.0000,27.2336,971.8379
43.38,-11524.6336,2753.9557,-0.0000,27.2387,971.8333
43.39,-11527.2723,2753.9281,-0.0000,27.2437,971.8286
43.4,-11529.9109,2753.9006,0.0000,27.2488,971.8240
43.410000000000004,-11532.5494,2753.8730,-0.0000,27.2538,971.8194
43.42,-11535.1879,2753.8455,0.0000,27.2589,971.8147
43.43,-11537.8264,2753.8180,0.0000,27.2639,971.8101
43.44,-11540.4648,2753.7904,-0.0000,27.2690,971.8055
43.45,-11543.1031,2753.7629,0.0000,27.2740,971.8008
43.46,-11545.7414,2753.7354,-0.0000,27.2791,971.7962
43.47,-11548.3796,2753.7078,-0.0000,27.2841,971.7916
43.480000000000004,-11551.0177,2753.6803,0.0000,27.2891,971.7870
43.49,-11553.6559,2753.6527,-0.0000,27.2942,971.7823
43.5,-11556.2939,2753.6252,-0.0000,27.2992,971.7777
43.51,-11558.9319,2753.5977,0.0000,27.3043,971.7731
43.52,-11561.5699,2753.5701,0.0000,27.3093,971.7685
43.53,-11564.2078,2753.5426,-0.0000,27.3143,971.7638
43.54,-11566.8456,2753.5151,0.0000,27.3194,971.7592
43.550000000000004,-11569.4834,2753.4875,-0.0000,27.3244,971.7546
43.56,-11572.1211,2753.4600,0.0000,27.3294,971.7500
43.57,-11574.7588,2753.4325,0.0000,27.3345,971.7454
43.58,-11577.3965,2753.4049,-0.0000,27.3395,971.7408
43.59,-11580.0340,2753.3774,0.0000,27.3445,971.7361
43.6,-11582.6715,2753.3499,0.0000,27.3496,971.7315
43.61,-11585.3090,2753.3223,-0.0000,27.3546,971.7269
43.62,-11587.9464,2753.2948,0.0000,27.3596,971.7223
43.63,-11590.5838,2753.2673,0.0000,27.3646,971.7177
43.64,-11593.2211,2753.2397,-0.0000,27.3697,971.7131
43.65,-11595.8583,2753.2122,0.0000,27.3747,971.7085
43.660000000000004,-11598.4955,2753.1847,0.0000,27.3797,971.7039
43.67,-11601.1327,2753.1571,-0.0000,27.3847,971.6993
43.68,-11603.7698,2753.1296,0.0000,27.3897,971.6946
43.69,-11606.4068,2753.1021,-0.0000,27.3947,971.6900
43.7,-11609.0438,2753.0745,-0.0000,27.3998,971.6854
43.71,-11611.6807,2753.0470,0.0000,27.4048,971.6808
43.72,-11614.3176,2753.0195,-0.0000,27.4098,971.6762
43.730000000000004,-11616.9544,2752.9919,-0.0000,27.4148,971.6716
43.74,-11619.5912,2752.9644,0.0000,27.4198,971.6670
43.75,-11622.2279,2752.9369,0.0000,27.4248,971.6624
43.76,-11624.8645,2752.9094,-0.0000,27.4298,971.6578
43.77,-11627.5011,2752.8818,0.0000,27.4348,971.6532
43.78,-11630.1377,2752.8543,-0.0000,27.4398,971.6486
43.79,-11632.7742,2752.8268,0.0000,27.4448,971.6440
43.800000000000004,-11635.4106,2752.7992,0.0000,27.4498,971.6395
43.81,-11638.0470,2752.7717,-0.0000,27.4548,971.6349
43.82,-11640.6833,2752.7442,0.0000,27.4598,971.6303
43.83,-11643.3196,2752.7167,0.0000,27.4648,971.6257
43.84,-11645.9559,2752.6891,-0.0000,27.4698,971.6211
43.85,-11648.5920,2752.6616,0.0000,27.4748,971.6165
43.86,-11651.2281,2752.6341,0.0000,27.4798,971.6119
43.87,-11653.8642,2752.6066,-0.0000,27.4848,971.6073
43.88,-11656.5002,2752.5790,0.0000,27.4898,971.6027
43.89,-11659.1362,2752.5515,0.0000,27.4948,971.5982
43.9,-11661.7721,2752.5240,-0.0000,27.4998,971.5936
