t,M,Ma,B,Ba,Bn,G,I,D,tD,E,R,Em
1.1500000000000001,2720.2169,56806.4033,281.5137,17986644.2505,5304592.0574,27.1064,42.1372,109332.6314,7033.7599,1102.5087,1057.0949,0.1814
1.151,2718.8362,56862.5917,281.4967,17998105.1667,5312591.8427,27.1095,42.1474,109968.8607,6634.1449,1107.3464,1062.1435,0.1819
1.1520000000000001,2717.4573,56918.7835,281.4796,18009568.7488,5320598.3952,27.1130,42.1592,110609.6443,6231.8875,1112.2209,1067.2340,0.1824
1.153,2716.0801,56974.9786,281.4625,18021035.0884,5328611.7469,27.1167,42.1719,111255.0216,5826.9673,1117.1324,1072.3668,0.1829
1.154,2714.7047,57031.1771,281.4454,18032504.2781,5336631.9304,27.1205,42.1849,111905.0322,5419.3633,1122.0815,1077.5424,0.1835
1.155,2713.3310,57087.3790,281.4284,18043976.4113,5344658.9787,27.1243,42.1977,112559.7162,5009.0543,1127.0684,1082.7612,0.1840
1.156,2711.9590,57143.5843,281.4113,18055451.5825,5352692.9252,27.1280,42.2098,113219.1143,4596.0187,1132.0935,1088.0236,0.1846
1.157,2710.5888,57199.7929,281.3942,18066929.8873,5360733.8039,27.1313,42.2209,113883.2674,4180.2345,1137.1572,1093.3302,0.1851
1.158,2709.2203,57256.0050,281.3771,18078411.4220,5368781.6490,27.1344,42.2306,114552.2171,3761.6793,1142.2598,1098.6813,0.1856
1.159,2707.8535,57312.2205,281.3600,18089896.2841,5376836.4953,27.1370,42.2386,115226.0052,3340.3305,1147.4019,1104.0774,0.1862
1.16,2706.4884,57368.4395,281.3430,18101384.5718,5384898.3779,27.1391,42.2447,115904.6741,2916.1650,1152.5836,1109.5189,0.1867
1.161,2705.1250,57424.6619,281.3259,18112876.3846,5392967.3325,27.1408,42.2487,116588.2666,2489.1592,1157.8055,1115.0064,0.1872
1.162,2703.7633,57480.8878,281.3088,18124371.8227,5401043.3952,27.1418,42.2505,117276.8257,2059.2895,1163.0680,1120.5403,0.1877
1.163,2702.4032,57537.1171,281.2917,18135870.9874,5409126.6024,27.1423,42.2501,117970.3953,1626.5317,1168.3713,1126.1211,0.1882
1.164,2701.0447,57593.3500,281.2746,18147373.9809,5417216.9911,27.1423,42.2475,118669.0193,1190.8612,1173.7160,1131.7493,0.1886
1.165,2699.6878,57649.5863,281.2575,18158880.9064,5425314.5985,27.1417,42.2427,119372.7423,752.2531,1179.1024,1137.4253,0.1891
1.166,2698.3326,57705.8262,281.2404,18170391.8682,5433419.4627,27.1406,42.2359,120081.6093,310.6822,1184.5310,1143.1497,0.1895
1.167,2696.9789,57762.0697,281.2233,18181906.9712,5441531.6217,27.1390,42.2273,120795.6657,-133.8771,1190.0021,1148.9230,0.1899
1.168,2695.6268,57818.3167,281.2062,18193426.3218,5449651.1143,27.1370,42.2171,121514.9572,-581.4509,1195.5162,1154.7456,0.1904
1.169,2694.2762,57874.5673,281.1891,18204950.0268,5457777.9795,27.1347,42.2056,122239.5302,-1032.0655,1201.0737,1160.6182,0.1908
1.17,2692.9272,57930.8215,281.1720,18216478.1944,5465912.2570,27.1322,42.1932,122969.4313,-1485.7477,1206.6751,1166.5411,0.1912
1.171,2691.5796,57987.0793,281.1549,18228010.9335,5474053.9867,27.1295,42.1803,123704.7078,-1942.5244,1212.3207,1172.5150,0.1916
1.172,2690.2336,58043.3408,281.1378,18239548.3542,5482203.2091,27.1268,42.1674,124445.4071,-2402.4232,1218.0110,1178.5404,0.1920
1.173,2688.8890,58099.6060,281.1207,18251090.5674,5490359.9649,27.1243,42.1551,125191.5774,-2865.4718,1223.7464,1184.6178,0.1924
1.174,2687.5458,58155.8748,281.1036,18262637.6850,5498524.2956,27.1220,42.1438,125943.2671,-3331.6985,1229.5275,1190.7477,0.1928
1.175,2686.2041,58212.1474,281.0865,18274189.8198,5506696.2428,27.1201,42.1344,126700.5250,-3801.1318,1235.3546,1196.9308,0.1932
1.176,2684.8637,58268.4237,281.0694,18285747.0858,5514875.8487,27.1189,42.1274,127463.4005,-4273.8006,1241.2281,1203.1675,0.1937
1.177,2683.5247,58324.7038,281.0523,18297309.5978,5523063.1560,27.1185,42.1237,128231.9435,-4749.7341,1247.1486,1209.4584,0.1942
1.178,2682.1871,58380.9876,281.0352,18308877.4714,5531258.2076,27.1191,42.1242,129006.2040,-5228.9621,1253.1166,1215.8041,0.1947
1.179,2680.8508,58437.2753,281.0181,18320450.8236,5539461.0472,27.1209,42.1295,129786.2327,-5711.5144,1259.1323,1222.2052,0.1953
1.18,2679.5157,58493.5668,281.0010,18332029.7736,5547671.7194,27.1233,42.1370,130572.0829,-6197.4181,1265.1965,1228.6622,0.1959
1.181,2678.1820,58549.8622,280.9839,18343614.4407,5555890.2694,27.1257,42.1445,131363.8075,-6686.7001,1271.3095,1235.1758,0.1965
1.182,2676.8496,58606.1613,280.9668,18355204.9446,5564116.7419,27.1280,42.1519,132161.4594,-7179.3887,1277.4719,1241.7465,0.1971
1.183,2675.5185,58662.4643,280.9496,18366801.4065,5572351.1825,27.1303,42.1590,132965.0920,-7675.5127,1283.6842,1248.3750,0.1977
1.184,2674.1886,58718.7712,280.9325,18378403.9486,5580593.6374,27.1325,42.1655,133774.7593,-8175.1013,1289.9469,1255.0618,0.1983
1.185,2672.8600,58775.0819,280.9154,18390012.6944,5588844.1532,27.1344,42.1712,134590.5160,-8678.1843,1296.2604,1261.8075,0.1990
1.186,2671.5327,58831.3966,280.8983,18401627.7689,5597102.7773,27.1362,42.1762,135412.4173,-9184.7916,1302.6253,1268.6129,0.1996
1.187,2670.2065,58887.7151,280.8812,18413249.2982,5605369.5574,27.1378,42.1802,136240.5190,-9694.9540,1309.0422,1275.4784,0.2001
1.188,2668.8816,58944.0376,280.8640,18424877.4098,5613644.5420,27.1391,42.1832,137074.8776,-10208.7023,1315.5115,1282.4048,0.2007
1.189,2667.5579,59000.3640,280.8469,18436512.2323,5621927.7802,27.1401,42.1853,137915.5501,-10726.0681,1322.0339,1289.3927,0.2013
1.19,2666.2354,59056.6943,280.8298,18448153.8959,5630219.3215,27.1410,42.1863,138762.5942,-11247.0831,1328.6097,1296.4428,0.2018
1.191,2664.9140,59113.0287,280.8126,18459802.5317,5638519.2162,27.1415,42.1863,139616.0681,-11771.7798,1335.2396,1303.5556,0.2023
1.192,2663.5937,59169.3670,280.7955,18471458.2723,5646827.5150,27.1419,42.1854,140476.0308,-12300.1909,1341.9242,1310.7320,0.2028
1.193,2662.2746,59225.7093,280.7784,18483121.2517,5655144.2694,27.1420,42.1837,141342.5416,-12832.3496,1348.6639,1317.9725,0.2033
1.194,2660.9566,59282.0557,280.7613,18494791.6049,5663469.5312,27.1420,42.1813,142215.6608,-13368.2895,1355.4594,1325.2779,0.2038
1.195,2659.6397,59338.4061,280.7441,18506469.4684,5671803.3530,27.1419,42.1783,143095.4489,-13908.0448,1362.3111,1332.6488,0.2043
1.196,2658.3238,59394.7606,280.7270,18518154.9800,5680145.7880,27.1416,42.1750,143981.9672,-14451.6500,1369.2198,1340.0860,0.2048
1.197,2657.0090,59451.1192,280.7098,18529848.2786,5688496.8897,27.1413,42.1715,144875.2778,-14999.1399,1376.1859,1347.5902,0.2052
1.198,2655.6952,59507.4819,280.6927,18541549.5044,5696856.7126,27.1411,42.1681,145775.4430,-15550.5502,1383.2101,1355.1620,0.2057
1.199,2654.3824,59563.8487,280.6756,18553258.7992,5705225.3114,27.1409,42.1651,146682.5261,-16105.9165,1390.2928,1362.8022,0.2062
1.2,2653.0706,59620.2197,280.6584,18564976.3057,5713602.7417,27.1409,42.1627,147596.5906,-16665.2752,1397.4348,1370.5116,0.2067
1.201,2651.7597,59676.5949,280.6413,18576702.1680,5721989.0595,27.1411,42.1614,148517.7011,-17228.6631,1404.6367,1378.2909,0.2073
1.202,2650.4498,59732.9742,280.6241,18588436.5317,5730384.3213,27.1417,42.1614,149445.9223,-17796.1173,1411.8989,1386.1408,0.2078
1.203,2649.1407,59789.3578,280.6070,18600179.5439,5738788.5847,27.1426,42.1630,150381.3202,-18367.6755,1419.2222,1394.0621,0.2084
1.204,2647.8326,59845.7457,280.5898,18611931.3550,5747201.9086,27.1436,42.1648,151323.9626,-18943.3752,1426.6073,1402.0555,0.2091
1.205,2646.5254,59902.1378,280.5727,18623692.1145,5755624.3516,27.1446,42.1666,152273.9170,-19523.2525,1434.0546,1410.1220,0.2097
1.206,2645.2190,59958.5341,280.5555,18635461.9730,5764055.9727,27.1456,42.1684,153231.2515,-20107.3436,1441.5650,1418.2621,0.2104
1.207,2643.9134,60014.9348,280.5384,18647241.0827,5772496.8318,27.1465,42.1700,154196.0351,-20695.6857,1449.1390,1426.4769,0.2111
1.208,2642.6087,60071.3397,280.5212,18659029.5977,5780946.9894,27.1475,42.1714,155168.3375,-21288.3162,1456.7773,1434.7669,0.2118
1.209,2641.3049,60127.7490,280.5041,18670827.6738,5789406.5069,27.1483,42.1726,156148.2293,-21885.2734,1464.4806,1443.1331,0.2124
1.21,2640.0018,60184.1626,280.4869,18682635.4682,5797875.4465,27.1491,42.1736,157135.7818,-22486.5960,1472.2496,1451.5762,0.2131
1.211,2638.6995,60240.5806,280.4698,18694453.1400,5806353.8710,27.1498,42.1742,158131.0671,-23092.3233,1480.0850,1460.0972,0.2137
1.212,2637.3980,60297.0030,280.4526,18706280.8501,5814841.8442,27.1505,42.1746,159134.1584,-23702.4951,1487.9874,1468.6968,0.2143
1.213,2636.0972,60353.4297,280.4354,18718118.7608,5823339.4305,27.1510,42.1746,160145.1293,-24317.1520,1495.9576,1477.3759,0.2149
1.214,2634.7971,60409.8608,280.4183,18729967.0363,5831846.6951,27.1515,42.1743,161164.0545,-24936.3350,1503.9963,1486.1354,0.2155
1.215,2633.4978,60466.2964,280.4011,18741825.8423,5840363.7039,27.1519,42.1738,162191.0094,-25560.0858,1512.1041,1494.9761,0.2160
1.216,2632.1991,60522.7364,280.3839,18753695.3465,5848890.5238,27.1523,42.1729,163226.0703,-26188.4466,1520.2819,1503.8990,0.2165
1.217,2630.9011,60579.1809,280.3668,18765575.7178,5857427.2223,27.1526,42.1718,164269.3141,-26821.4602,1528.5303,1512.9049,0.2171
1.218,2629.6038,60635.6299,280.3496,18777467.1273,5865973.8676,27.1528,42.1706,165320.8188,-27459.1699,1536.8501,1521.9948,0.2176
1.219,2628.3071,60692.0834,280.3324,18789369.7475,5874530.5288,27.1531,42.1691,166380.6630,-28101.6197,1545.2420,1531.1695,0.2181
1.22,2627.0110,60748.5415,280.3153,18801283.7526,5883097.2757,27.1532,42.1676,167448.9261,-28748.8542,1553.7068,1540.4301,0.2186
1.221,2625.7154,60805.0041,280.2981,18813209.3185,5891674.1789,27.1534,42.1661,168525.6885,-29400.9186,1562.2452,1549.7774,0.2190
1.222,2624.4205,60861.4713,280.2809,18825146.6228,5900261.3099,27.1536,42.1646,169611.0312,-30057.8584,1570.8580,1559.2124,0.2196
1.223,2623.1260,60917.9431,280.2637,18837095.8449,5908858.7407,27.1539,42.1632,170705.0362,-30719.7200,1579.5461,1568.7361,0.2201
1.224,2621.8321,60974.4195,280.2466,18849057.1657,5917466.5441,27.1542,42.1622,171807.7862,-31386.5503,1588.3100,1578.3494,0.2206
1.225,2620.5386,61030.9006,280.2294,18861030.7678,5926084.7940,27.1545,42.1614,172919.3647,-32058.3966,1597.1508,1588.0533,0.2212
1.226,2619.2456,61087.3864,280.2122,18873016.8357,5934713.5647,27.1550,42.1612,174039.8561,-32735.3071,1606.0691,1597.8489,0.2219
1.227,2617.9531,61143.8769,280.1950,18885015.5570,5943352.9323,27.1556,42.1612,175169.3466,-33417.3296,1615.0658,1607.7371,0.2226
1.228,2616.6609,61200.3721,280.1778,18897027.1216,5952002.9737,27.1562,42.1613,176307.9245,-34104.5104,1624.1417,1617.7189,0.2233
1.229,2615.3692,61256.8721,280.1607,18909051.7189,5960663.7659,27.1568,42.1613,177455.6773,-34796.8965,1633.2977,1627.7955,0.2240
1.23,2614.0778,61313.3768,280.1435,18921089.5408,5969335.3867,27.1573,42.1612,178612.6937,-35494.5355,1642.5347,1637.9678,0.2248
1.231,2612.7868,61369.8863,280.1263,18933140.7812,5978017.9150,27.1578,42.1611,179779.0635,-36197.4758,1651.8535,1648.2369,0.2255
1.232,2611.4961,61426.4006,280.1091,18945205.6362,5986711.4306,27.1584,42.1610,180954.8777,-36905.7666,1661.2551,1658.6038,0.2262
1.233,2610.2058,61482.9197,280.0919,18957284.3043,5995416.0146,27.1589,42.1608,182140.2282,-37619.4578,1670.7402,1669.0697,0.2269
1.234,2608.9158,61539.4436,280.0747,18969376.9859,6004131.7488,27.1594,42.1605,183335.2081,-38338.5999,1680.3099,1679.6355,0.2276
1.235,2607.6261,61595.9725,280.0575,18981483.8839,6012858.7160,27.1599,42.1601,184539.9115,-39063.2443,1689.9649,1690.3026,0.2283
1.236,2606.3366,61652.5061,280.0403,18993605.2033,6021597.0003,27.1603,42.1597,185754.4337,-39793.4431,1699.7063,1701.0719,0.2289
1.237,2605.0474,61709.0447,280.0231,19005741.1511,6030346.6866,27.1607,42.1592,186978.8710,-40529.2490,1709.5349,1711.9446,0.2295
1.238,2603.7584,61765.5883,280.0059,19017891.9368,6039107.8607,27.1612,42.1586,188213.3207,-41270.7156,1719.4517,1722.9218,0.2301
1.239,2602.4696,61822.1367,279.9887,19030057.7720,6047880.6097,27.1616,42.1580,189457.8815,-42017.8973,1729.4577,1734.0048,0.2307
1.24,2601.1810,61878.6902,279.9715,19042238.8704,6056665.0215,27.1620,42.1573,190712.6528,-42770.8489,1739.5537,1745.1947,0.2312
1.241,2599.8925,61935.2486,279.9543,19054435.4480,6065461.1850,27.1624,42.1565,191977.7353,-43529.6263,1749.7408,1756.4926,0.2317
1.242,2598.6041,61991.8121,279.9371,19066647.7230,6074269.1902,27.1628,42.1558,193253.2308,-44294.2859,1760.0199,1767.8999,0.2323
1.243,2597.3159,62048.3806,279.9199,19078875.9159,6083089.1282,27.1631,42.1550,194539.2421,-45064.8849,1770.3920,1779.4178,0.2328
1.244,2596.0277,62104.9542,279.9027,19091120.2491,6091921.0907,27.1635,42.1543,195835.8731,-45841.4813,1780.8582,1791.0474,0.2334
1.245,2594.7395,62161.5329,279.8855,19103380.9475,6100765.1710,27.1639,42.1536,197143.2288,-46624.1337,1791.4193,1802.7900,0.2340
1.246,2593.4514,62218.1167,279.8683,19115658.2382,6109621.4629,27.1643,42.1529,198461.4153,-47412.9016,1802.0765,1814.6470,0.2346
1.247,2592.1633,62274.7057,279.8511,19127952.3502,6118490.0614,27.1647,42.1523,199790.5398,-48207.8451,1812.8306,1826.6195,0.2353
1.248,2590.8751,62331.2999,279.8339,19140263.5160,6127371.0631,27.1652,42.1518,201130.7111,-49009.0253,1823.6829,1838.7090,0.2360
1.249,2589.5869,62387.8992,279.8166,19152591.9727,6136264.5665,27.1656,42.1513,202482.0409,-49816.5030,1834.6343,1850.9166,0.2368
1.25,2588.2986,62444.5038,279.7994,19164937.9562,6145170.6698,27.1661,42.1507,203844.6405,-50630.3374,1845.6860,1863.2438,0.2376
1.2510000000000001,2587.0102,62501.1137,279.7822,19177301.7049,6154089.4724,27.1665,42.1502,205218.6226,-51450.5887,1856.8391,1875.6918,0.2384
1.252,2585.7217,62557.7288,279.7650,19189683.4603,6163021.0748,27.1669,42.1497,206604.1011,-52277.3180,1868.0947,1888.2621,0.2392
1.2530000000000001,2584.4330,62614.3492,279.7478,19202083.4666,6171965.5790,27.1674,42.1491,208001.1917,-53110.5873,1879.4539,1900.9559,0.2400
1.254,2583.1442,62670.9750,279.7305,19214501.9709,6180923.0882,27.1678,42.1486,209410.0111,-53950.4595,1890.9179,1913.7747,0.2408
1.2550000000000001,2581.8552,62727.6060,279.7133,19226939.2231,6189893.7069,27.1682,42.1480,210830.6778,-54796.9987,1902.4878,1926.7199,0.2416
1.256,2580.5660,62784.2425,279.6961,19239395.4761,6198877.5412,27.1686,42.1474,212263.3116,-55650.2697,1914.1648,1939.7929,0.2423
1.2570000000000001,2579.2766,62840.8843,279.6789,19251870.9857,6207874.6981,27.1690,42.1468,213708.0336,-56510.3385,1925.9501,1952.9951,0.2430
1.258,2577.9869,62897.5315,279.6616,19264366.0104,6216885.2863,27.1695,42.1461,215164.9667,-57377.2718,1937.8449,1966.3280,0.2436
1.2590000000000001,2576.6969,62954.1842,279.6444,19276880.8118,6225909.4155,27.1699,42.1455,216634.2348,-58251.1375,1949.8503,1979.7932,0.2442
1.26,2575.4066,63010.8424,279.6272,19289415.6542,6234947.1969,27.1703,42.1448,218115.9636,-59132.0042,1961.9676,1993.3920,0.2447
1.2610000000000001,2574.1159,63067.5060,279.6100,19301970.8048,6243998.7430,27.1707,42.1442,219610.2801,-60019.9418,1974.1980,2007.1261,0.2453
1.262,2572.8249,63124.1752,279.5927,19314546.5337,6253064.1675,27.1711,42.1435,221117.3126,-60915.0209,1986.5427,2020.9969,0.2458
1.2630000000000001,2571.5335,63180.8499,279.5755,19327143.1140,6262143.5857,27.1715,42.1428,222637.1911,-61817.3130,1999.0030,2035.0060,0.2463
1.264,2570.2417,63237.5302,279.5582,19339760.8215,6271237.1138,27.1719,42.1421,224170.0469,-62726.8909,2011.5801,2049.1551,0.2468
1.2650000000000001,2568.9494,63294.2161,279.5410,19352399.9350,6280344.8697,27.1723,42.1414,225716.0127,-63643.8280,2024.2754,2063.4456,0.2473
1.266,2567.6566,63350.9077,279.5238,19365060.7360,6289466.9725,27.1727,42.1408,227275.2226,-64568.1989,2037.0900,2077.8793,0.2479
1.2670000000000001,2566.3633,63407.6049,279.5065,19377743.5091,6298603.5424,27.1731,42.1401,228847.8124,-65500.0789,2050.0254,2092.4577,0.2485
1.268,2565.0695,63464.3078,279.4893,19390448.5416,6307754.7013,27.1735,42.1394,230433.9190,-66439.5446,2063.0827,2107.1825,0.2492
1.2690000000000001,2563.7751,63521.0165,279.4720,19403176.1240,6316920.5722,27.1739,42.1388,232033.6812,-67386.6732,2076.2633,2122.0554,0.2500
1.27,2562.4801,63577.7309,279.4548,19415926.5528,6326101.2811,27.1743,42.1382,233647.2418,-68341.5402,2089.5686,2137.0780,0.2509
1.2710000000000001,2561.1845,63634.4511,279.4376,19428700.1252,6335296.9542,27.1748,42.1375,235274.7438,-69304.2213,2103.0001,2152.2522,0.2517
1.272,2559.8882,63691.1771,279.4203,19441497.1412,6344507.7192,27.1752,42.1369,236916.3316,-70274.7942,2116.5592,2167.5795,0.2526
1.2730000000000001,2558.5913,63747.9089,279.4031,19454317.9045,6353733.7052,27.1756,42.1362,238572.1512,-71253.3375,2130.2474,2183.0617,0.2535
1.274,2557.2937,63804.6466,279.3858,19467162.7225,6362975.0431,27.1760,42.1356,240242.3509,-72239.9309,2144.0661,2198.7007,0.2543
1.2750000000000001,2555.9953,63861.3902,279.3686,19480031.9061,6372231.8657,27.1764,42.1349,241927.0804,-73234.6554,2158.0167,2214.4981,0.2551
1.276,2554.6962,63918.1398,279.3513,19492925.7703,6381504.3072,27.1768,42.1343,243626.4917,-74237.5932,2172.1007,2230.4558,0.2559
1.2770000000000001,2553.3963,63974.8952,279.3340,19505844.6333,6390792.5035,27.1772,42.1336,245340.7385,-75248.8276,2186.3197,2246.5756,0.2566
1.278,2552.0955,64031.6567,279.3168,19518788.8173,6400096.5925,27.1776,42.1330,247069.9762,-76268.4431,2200.6751,2262.8594,0.2573
1.2790000000000001,2550.7940,64088.4241,279.2995,19531758.6481,6409416.7134,27.1780,42.1323,248814.3625,-77296.5253,2215.1685,2279.3092,0.2579
1.28,2549.4915,64145.1976,279.2823,19544754.4553,6418753.0074,27.1785,42.1317,250574.0568,-78333.1611,2229.8014,2295.9267,0.2585
1.281,2548.1882,64201.9772,279.2650,19557776.5720,6428105.6173,27.1789,42.1310,252349.2201,-79378.4385,2244.5754,2312.7140,0.2591
1.282,2546.8839,64258.7629,279.2477,19570825.3350,6437474.6876,27.1793,42.1303,254140.0158,-80432.4467,2259.4919,2329.6729,0.2597
1.283,2545.5786,64315.5547,279.2305,19583901.0851,6446860.3643,27.1797,42.1297,255946.6088,-81495.2759,2274.5527,2346.8056,0.2603
1.284,2544.2723,64372.3527,279.2132,19597004.1663,6456262.7954,27.1801,42.1290,257769.1661,-82567.0178,2289.7592,2364.1139,0.2610
1.285,2542.9650,64429.1569,279.1959,19610134.9268,6465682.1305,27.1805,42.1284,259607.8564,-83647.7650,2305.1131,2381.6000,0.2616
1.286,2541.6567,64485.9673,279.1787,19623293.7180,6475118.5207,27.1809,42.1277,261462.8505,-84737.6114,2320.6161,2399.2659,0.2624
1.287,2540.3472,64542.7840,279.1614,19636480.8975,6484572.1200,27.1813,42.1270,263334.3221,-85836.6523,2336.2697,2417.1137,0.2633
1.288,2539.0366,64599.6070,279.1441,19649696.8267,6494043.0843,27.1817,42.1264,265222.4477,-86944.9824,2352.0758,2435.1455,0.2641
1.289,2537.7248,64656.4364,279.1269,19662941.8688,6503531.5701,27.1821,42.1257,267127.4047,-88062.6964,2368.0360,2453.3633,0.2650
1.29,2536.4119,64713.2721,279.1096,19676216.3915,6513037.7361,27.1826,42.1250,269049.3728,-89189.8904,2384.1523,2471.7693,0.2659
1.291,2535.0977,64770.1142,279.0923,19689520.7672,6522561.7431,27.1830,42.1244,270988.5342,-90326.6623,2400.4263,2490.3658,0.2668
1.292,2533.7822,64826.9627,279.0750,19702855.3731,6532103.7541,27.1834,42.1237,272945.0734,-91473.1109,2416.8599,2509.1548,0.2677
1.293,2532.4655,64883.8177,279.0578,19716220.5907,6541663.9343,27.1838,42.1231,274919.1774,-92629.3371,2433.4549,2528.1386,0.2685
1.294,2531.1475,64940.6792,279.0405,19729616.8066,6551242.4509,27.1842,42.1224,276911.0356,-93795.4428,2450.2131,2547.3195,0.2692
1.295,2529.8280,64997.5472,279.0232,19743044.4119,6560839.4734,27.1846,42.1217,278920.8399,-94971.5317,2467.1364,2566.6998,0.2699
1.296,2528.5073,65054.4218,279.0059,19756503.8023,6570455.1734,27.1850,42.1211,280948.7845,-96157.7089,2484.2267,2586.2817,0.2706
1.297,2527.1850,65111.3029,278.9886,19769995.3782,6580089.7245,27.1854,42.1204,282995.0661,-97354.0810,2501.4858,2606.0677,0.2712
1.298,2525.8614,65168.1908,278.9713,19783519.5447,6589743.3027,27.1858,42.1197,285059.8836,-98560.7558,2518.9156,2626.0600,0.2718
1.299,2524.5362,65225.0852,278.9541,19797076.7117,6599416.0859,27.1862,42.1191,287143.4387,-99777.8432,2536.5181,2646.2613,0.2724
1.3,2523.2095,65281.9864,278.9368,19810667.2936,6609108.2544,27.1866,42.1184,289245.9352,-101005.4539,2554.2953,2666.6737,0.2729
1.301,2521.8812,65338.8944,278.9195,19824291.7094,6618819.9904,27.1871,42.1177,291367.5794,-102243.7006,2572.2490,2687.3000,0.2736
1.302,2520.5514,65395.8091,278.9022,19837950.3829,6628551.4785,27.1875,42.1171,293508.5800,-103492.6972,2590.3812,2708.1424,0.2742
1.303,2519.2198,65452.7306,278.8849,19851643.7427,6638302.9052,27.1879,42.1164,295669.1483,-104752.5593,2608.6940,2729.2037,0.2750
1.304,2517.8866,65509.6591,278.8676,19865372.2225,6648074.4595,27.1883,42.1157,297849.4982,-106023.4037,2627.1894,2750.4863,0.2758
1.305,2516.5517,65566.5944,278.8503,19879136.2640,6657866.3344,27.1887,42.1151,300049.8485,-107305.3473,2645.8695,2771.9928,0.2768
1.306,2515.2150,65623.5366,278.8330,19892936.3108,6667678.7232,27.1891,42.1144,302270.4192,-108598.5074,2664.7365,2793.7259,0.2777
1.307,2513.8766,65680.4858,278.8157,19906772.8116,6677511.8222,27.1895,42.1137,304511.4328,-109903.0026,2683.7926,2815.6880,0.2787
1.308,2512.5363,65737.4421,278.7984,19920646.2212,6687365.8300,27.1899,42.1130,306773.1151,-111218.9538,2703.0400,2837.8820,0.2796
1.309,2511.1941,65794.4054,278.7811,19934557.0001,6697240.9481,27.1903,42.1124,309055.6947,-112546.4834,2722.4809,2860.3105,0.2805
1.31,2509.8501,65851.3757,278.7638,19948505.6148,6707137.3805,27.1907,42.1117,311359.4036,-113885.7159,2742.1176,2882.9762,0.2813
1.311,2508.5041,65908.3532,278.7465,19962492.5375,6717055.3342,27.1912,42.1110,313684.4767,-115236.7774,2761.9523,2905.8820,0.2821
1.312,2507.1561,65965.3378,278.7292,19976518.2467,6726995.0188,27.1916,42.1104,316031.1519,-116599.7962,2781.9872,2929.0306,0.2828
1.313,2505.8062,66022.3297,278.7119,19990583.2263,6736956.6464,27.1920,42.1097,318399.6704,-117974.9019,2802.2248,2952.4248,0.2834
1.314,2504.4541,66079.3288,278.6946,20004687.9664,6746940.4322,27.1924,42.1090,320790.2763,-119362.2265,2822.6673,2976.0677,0.2840
1.315,2503.1000,66136.3352,278.6773,20018832.9629,6756946.5938,27.1928,42.1084,323203.2171,-120761.9035,2843.3170,2999.9621,0.2846
1.316,2501.7437,66193.3489,278.6599,20033018.7176,6766975.3517,27.1932,42.1077,325638.7430,-122174.0684,2864.1763,3024.1109,0.2852
1.317,2500.3853,66250.3700,278.6426,20047245.7381,6777026.9290,27.1936,42.1070,328097.1075,-123598.8584,2885.2476,3048.5173,0.2858
1.318,2499.0246,66307.3985,278.6253,20061514.5381,6787101.5515,27.1940,42.1064,330578.5671,-125036.4126,2906.5333,3073.1842,0.2865
1.319,2497.6617,66364.4344,278.6080,20075825.6370,6797199.4477,27.1944,42.1057,333083.3816,-126486.8721,2928.0357,3098.1148,0.2873
1.32,2496.2964,66421.4779,278.5907,20090179.5619,6807320.8499,27.1948,42.1050,335611.8146,-127950.3799,2949.7575,3123.3121,0.2882
1.321,2494.9288,66478.5289,278.5734,20104576.8480,6817465.9938,27.1953,42.1044,338164.1348,-129427.0797,2971.7011,3148.7793,0.2892
1.322,2493.5588,66535.5875,278.5560,20119018.0333,6827635.1166,27.1957,42.1037,340740.6124,-130917.1151,2993.8692,3174.5195,0.2903
1.323,2492.1864,66592.6537,278.5387,20133503.6627,6837828.4587,27.1961,42.1030,343341.5215,-132420.6317,3016.2646,3200.5359,0.2913
1.324,2490.8115,66649.7276,278.5214,20148034.2889,6848046.2638,27.1965,42.1023,345967.1401,-133937.7778,3038.8898,3226.8317,0.2923
1.325,2489.4341,66706.8092,278.5041,20162610.4716,6858288.7793,27.1969,42.1017,348617.7499,-135468.7036,3061.7477,3253.4102,0.2932
1.326,2488.0541,66763.8986,278.4867,20177232.7781,6868556.2557,27.1973,42.1010,351293.6368,-137013.5620,3084.8409,3280.2748,0.2940
1.327,2486.6715,66820.9958,278.4694,20191901.7831,6878848.9472,27.1977,42.1003,353995.0905,-138572.5080,3108.1721,3307.4288,0.2948
1.328,2485.2862,66878.1008,278.4521,20206618.0689,6889167.1112,27.1981,42.0997,356722.4047,-140145.6990,3131.7443,3334.8757,0.2954
1.329,2483.8983,66935.2138,278.4348,20221382.2248,6899511.0086,27.1985,42.0990,359475.8770,-141733.2946,3155.5601,3362.6188,0.2960
1.33,2482.5076,66992.3347,278.4174,20236194.8479,6909880.9038,27.1990,42.0983,362255.8089,-143335.4568,3179.6223,3390.6618,0.2965
1.331,2481.1141,67049.4635,278.4001,20251056.5425,6920277.0646,27.1994,42.0977,365062.5057,-144952.3501,3203.9339,3419.0082,0.2970
1.332,2479.7178,67106.6005,278.3828,20265967.9203,6930699.7620,27.1998,42.0970,367896.2769,-146584.1411,3228.4975,3447.6617,0.2974
1.333,2478.3185,67163.7455,278.3654,20280929.6005,6941149.2706,27.2002,42.0963,370757.4357,-148230.9988,3253.3162,3476.6258,0.2980
1.334,2476.9164,67220.8987,278.3481,20295942.2098,6951625.8685,27.2006,42.0956,373646.2994,-149893.0944,3278.3927,3505.9043,0.2987
